License Number,Full Name,NPN Number,Residency Type,License Status,License Issue Date,Business City,Business State,Business Zip,Business County
G002881,HELPING HAND CLAIM SERVICES,"=""20721508""",Resident,VALID,5/19/2023 12:00:00 AM,PORT SAINT LUCIE,FL,"=""34953""",St. Lucie
G001931,MARTEL WILLIAMS PUBLIC ADJUSTING CORPORATION,"=""20718992""",Resident,VALID,5/17/2023 12:00:00 AM,FORT MYERS,FL,"=""33907""",Lee
W974190,"UNITED CERTIFIED PUBLIC ADJUSTERS,INC","=""20694185""",Resident,VALID,4/25/2023 12:00:00 AM,CAPE CORAL,FL,"=""33909""",Lee
W963389,"IPA CLAIM SERVICES, LLC","=""20659156""",Resident,VALID,3/23/2023 12:00:00 AM,FORT MYERS,FL,"=""33912""",Charlotte
G020117,MY CLAIM ADJUSTERS LLC,"=""20781861""",Resident,VALID,7/12/2023 12:00:00 AM,MIAMI DADE,FL,"=""33015""",Dade
W959043,FLORIDA ADJUSTMENT,"=""20643788""",Resident,VALID,3/9/2023 12:00:00 AM,"FORT MYERS, LEE, FL",FL,"=""33905""",Lee
G002454,BELLMORE PUBLIC ADJUSTING,"=""20720315""",Resident,VALID,5/18/2023 12:00:00 AM,WINTER PARK,FL,"=""32789""",Orange
G007284,SUPERIOR INSURANCE CLAIM CONSULTANTS INC,"=""8546626""",Resident,VALID,6/2/2023 12:00:00 AM,NORTH MIAMI,FL,"=""33181""",Dade
W973227,PROPERTY CLAIMS SOLUTIONS,"=""20690733""",Resident,VALID,4/21/2023 12:00:00 AM,DAVIE,FL,"=""33328""",Broward
W821436,BOSS PUBLIC ADJUSTING LLC,"=""20210946""",Resident,VALID,4/5/2023 12:00:00 AM,JENSEN BEACH,FL,"=""34957""",Martin
W876905,GUERRERO ADJUSTING INC,"=""20396579""",Resident,VALID,6/21/2023 12:00:00 AM,ORLANDO,FL,"=""32832""",Orange
W955620,CLAIM DEFENDERS PUBLIC ADJUSTING SERVICES,"=""20634286""",Resident,VALID,3/1/2023 12:00:00 AM,MARGATE,FL,"=""33063""",Broward
G015309,ANYI PUBLIC ADJUSTERS CONSULTING CORP,"=""20765155""",Resident,VALID,6/27/2023 12:00:00 AM,MIAMI LAKES,FL,"=""33016""",Dade
W974663,SIDE BY SIDE ADJUSTERS,"=""20695900""",Resident,VALID,4/26/2023 12:00:00 AM,LAKE CITY,FL,"=""32024""",Suwannee
W978859,APPRAISE YOUR CLAIM,"=""20709641""",Non-Resident,VALID,5/9/2023 12:00:00 AM,WILLOW GROVE,PA,"=""19090""",
W959390,DYNAMIC PUBLIC ADJUSTERS GROUP INC.,"=""8201870""",Resident,VALID,3/10/2023 12:00:00 AM,MIAMI,FL,"=""33173""",Dade
W962494,INFOCLAIMS PUBLIC ADJUSTERS,"=""20656216""",Resident,VALID,3/21/2023 12:00:00 AM,SAN ANTONIO,FL,"=""33576""",Pasco
W956216,PIVOT CLAIMS LLC,"=""20634280""",Resident,VALID,3/1/2023 12:00:00 AM,TAMPA,FL,"=""33606""",Hillsborough
W952541,ULTRA CLAIMS CONSULTANTS,"=""20620450""",Resident,VALID,2/16/2023 12:00:00 AM,OVIEDO,FL,"=""32765""",Seminole
W978889,"MILLER HOMES PUBLIC ADJUSTING, INC.","=""20709639""",Resident,VALID,5/9/2023 12:00:00 AM,GAINESVILLE,FL,"=""32608""",Alachua
G003766,QUALITY PROPERTY CLAIMS LLC,"=""20724826""",Resident,VALID,5/23/2023 12:00:00 AM,MARGATE,FL,"=""33063""",Broward
W966461,"AUTHORITY PUBLIC ADJUSTER, INC.","=""20669994""",Resident,VALID,4/3/2023 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W827831,"PREFERRED CLAIM SOLUTIONS, INC","=""20233742""",Resident,VALID,6/8/2023 12:00:00 AM,PALMETTO BAY,FL,"=""33157""",Dade
W957344,COAST2COAST PUBLIC ADJUSTERS,"=""20639245""",Resident,VALID,3/6/2023 12:00:00 AM,WESLEY CHAPEL,FL,"=""33543""",Pasco
W956198,EAGLE CLAIMS LLC,"=""20634297""",Resident,VALID,3/1/2023 12:00:00 AM,CORAL GABLES,FL,"=""33134""",Dade
W964903,GOEZ ADJUSTING CORP,"=""20663760""",Resident,VALID,3/28/2023 12:00:00 AM,KISSIMMEE,FL,"=""34743""",Osceola
G004345,STEINBRECHER SOLUTIONS LLC,"=""20726872""",Non-Resident,VALID,5/24/2023 12:00:00 AM,PHILADELPHIA,PA,"=""19106""",
W972838,PROPERTY CLAIMS SUPPORT,"=""20689344""",Resident,VALID,4/20/2023 12:00:00 AM,CUTLER BAY,FL,"=""33157""",Dade
G029939,RK&M CLAIMS CONSULTING INC.,"=""20813232""",Resident,VALID,8/9/2023 12:00:00 AM,CAPE CORAL,FL,"=""33904""",Lee
W949279,ALL AMERICAN ADJUSTERS LLC,"=""20609956""",Resident,VALID,2/7/2023 12:00:00 AM,MIAMI LAKES,FL,"=""33016""",Dade
W955185,TRIDENT PUBLIC INSURANCE ADJUSTING GROUP,"=""20631141""",Resident,VALID,2/27/2023 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
G019712,"ATLAS CONSULTING, LLC DBA/ THE POLICYHOLDER ADVOCA","=""20779833""",Resident,VALID,7/11/2023 12:00:00 AM,TAMPA,FL,"=""33626""",Hillsborough
G019170,CLAIM QUEST INC,"=""20777920""",Resident,VALID,7/10/2023 12:00:00 AM,SARASOTA,FL,"=""34239""",Sarasota
G015923,NATIONAL CLAIMS CONSULTANTS & ESTIMATION SERVICES,"=""20766658""",Resident,VALID,6/28/2023 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
G010057,FIGHT CLUB PUBLIC ADJUSTERS LLC,"=""20746785""",Resident,VALID,6/12/2023 12:00:00 AM,MIRAMAR,FL,"=""33027""",Broward
G026862,"MORRISON & MORRISON, INC.","=""8344937""",Non-Resident,VALID,7/31/2023 12:00:00 AM,LEAGUE CITY,TX,"=""77573""",
G026824,SOTERIA PUBLIC ADJUSTING,"=""20802051""",Resident,VALID,7/31/2023 12:00:00 AM,PENSACOLA,FL,"=""32503""",Escambia
G026728,PARKER PUBLIC ADJUSTERS LLC,"=""20802053""",Resident,VALID,7/31/2023 12:00:00 AM,N PALM BEACH,FL,"=""334085129""",Palm Beach
G013390,"FIRST RESPONDER PUBLIC ADJUSTERS, INC.","=""20758192""",Resident,VALID,6/21/2023 12:00:00 AM,FORT LAUDERDALE,FL,"=""33316""",Broward
G009700,SOUTH POINT ADJUSTERS FLORIDA,"=""20744728""",Resident,VALID,6/9/2023 12:00:00 AM,MIAMI LAKES,FL,"=""33014""",Dade
G016129,THE MIAMI PUBLIC ADJUSTER FIRM LLC,"=""20766664""",Resident,VALID,6/28/2023 12:00:00 AM,MIAMI,FL,"=""33165""",Dade
G043559,SOUTHERN PUBLIC ADJUSTERS,"=""20853243""",Resident,VALID,9/14/2023 12:00:00 AM,MIAMI,FL,"=""33143""",Dade
W819556,"SUPERIOR CLAIMS CONSULTANTS, INC.","=""20203859""",Resident,VALID,9/5/2023 12:00:00 AM,MIAMI,FL,"=""331964879""",Dade
G045157,IP ADJUSTING GROUP,"=""20856119""",Resident,VALID,9/18/2023 12:00:00 AM,PORT ST. LUCIE,FL,"=""34986""",St. Lucie
G022523,"ALLFLORIDA CLAIMS PROFESSIONALS, INC.","=""20788502""",Resident,VALID,7/19/2023 12:00:00 AM,PALMETTO BAY,FL,"=""33176""",Dade
G031709,NATIONAL SOLUTIONS PUBLIC ADJUSTERS CORP,"=""20818962""",Resident,VALID,8/14/2023 12:00:00 AM,AVENTURA,FL,"=""33180""",Dade
G031194,AJP CLAIMS LLC,"=""20816214""",Resident,VALID,8/11/2023 12:00:00 AM,MIAMI,FL,"=""33177""",Dade
G041483,"ON THE MARK CLAIM ADJUSTING, INC.","=""20847174""",Resident,VALID,9/10/2023 12:00:00 AM,FT LAUDERDALE,FL,"=""33301""",Broward
G031868,INFINITY ADJUSTING,"=""20818939""",Resident,VALID,8/14/2023 12:00:00 AM,KISSIMMEE,FL,"=""34758""",Osceola
G024687,NORTH STAR ADJUSTERS,"=""20795551""",Resident,VALID,7/25/2023 12:00:00 AM,CORAL GABLES,FL,"=""33146""",Dade
G042304,THOMAS H. STONE CLAIMS CONSULTING,"=""20849691""",Resident,VALID,9/12/2023 12:00:00 AM,HOLLYWOOD,FL,"=""33021""",Broward
G027572,"JD LEINHARDT, INC.","=""20805036""",Resident,VALID,8/2/2023 12:00:00 AM,BOCA RATON,FL,"=""33433""",Palm Beach
G032180,"PRIME ADJUSTMENTS, LLC.","=""20820493""",Resident,VALID,8/15/2023 12:00:00 AM,TAMPA,FL,"=""33602""",Hillsborough
G031465,VAIRO PROFESSIONAL LOSS CONSULTANTS LLC,"=""20816756""",Resident,VALID,8/12/2023 12:00:00 AM,PORT CHARLOTTE,FL,"=""33954""",Charlotte
G029987,SHARKEY PUBLIC INSURANCE ADJUSTING,"=""20813216""",Resident,VALID,8/9/2023 12:00:00 AM,GAINESVILLE,FL,"=""32605""",Alachua
G088280,"GRANDINETTI CONSULTING, LLC","=""21061053""",Non-Resident,VALID,1/30/2024 12:00:00 AM,PADUCAH,KY,"=""42001""",
G037248,GBR PUBLIC ADJUSTERS,"=""20835649""",Resident,VALID,8/29/2023 12:00:00 AM,WINTER PARK,FL,"=""32792""",Orange
G008507,"AA FLORIDA PUBLIC ADJUSTING AGENCY, LLC","=""20741843""",Resident,VALID,6/7/2023 12:00:00 AM,ZEPHYRHILLS,FL,"=""33541""",Pasco
G038716,"ACTIVE PUBLIC ADJUSTERS, INC.","=""20840227""",Resident,VALID,9/4/2023 12:00:00 AM,MIAMI,FL,"=""33134""",Dade
G038047,COMMERCIAL CLAIM SOLUTIONS,"=""20838266""",Resident,VALID,8/31/2023 12:00:00 AM,SAFETY HARBOR,FL,"=""34695""",Pinellas
G033279,"THE CLAIM WARRIORS, LLC","=""20823060""",Resident,VALID,8/17/2023 12:00:00 AM,DELTONA,FL,"=""32738""",Volusia
G016156,HOMEOWNERS INSURANCE CLAIM CONSULTANTS,"=""20766660""",Resident,VALID,6/28/2023 12:00:00 AM,HOLLYWOOD,FL,"=""33029""",Broward
W806941,NO STRESS INSURANCE CLAIM OF FLORIDA LLC,"=""20154621""",Resident,VALID,8/12/2023 12:00:00 AM,MIAMI,FL,"=""33175""",Dade
G014908,"P-1 SERVICES, LLC D/B/A P1 ADJUSTING SERVICES","=""20763592""",Resident,VALID,6/26/2023 12:00:00 AM,CAPE CORAL,FL,"=""33990""",Lee
G018378,TRUST CLAIMS CONSULTANTS,"=""20774317""",Resident,VALID,7/6/2023 12:00:00 AM,DORAL,FL,"=""33178""",Dade
G010700,"AID ADJUSTER & APPRAISER CONSULTANTS, LLC","=""20748342""",Resident,VALID,6/13/2023 12:00:00 AM,BISCAYNE PARK,FL,"=""33161""",Dade
G014800,REBEL CLAIMS LLC,"=""20763610""",Resident,VALID,6/26/2023 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
G036732,ENCORE PUBLIC ADJUSTERS,"=""20833742""",Resident,VALID,8/28/2023 12:00:00 AM,OVIEDO,FL,"=""32765""",Seminole
G013237,SMITH ADJUSTERS,"=""20758200""",Resident,VALID,6/21/2023 12:00:00 AM,ALTAMONTE SPRINGS,FL,"=""32714""",Seminole
G017856,CASTLE CLAIMS CONSULTANTS INC.,"=""20774321""",Resident,VALID,7/6/2023 12:00:00 AM,BRANDON,FL,"=""33511""",Hillsborough
G029990,PROPERTY SHIELD CLAIMS,"=""20813212""",Resident,VALID,8/9/2023 12:00:00 AM,BOCA RATON,FL,"=""33432""",Palm Beach
G039364,NOBUL LLC,"=""20841703""",Non-Resident,VALID,9/5/2023 12:00:00 AM,LEESBURG,GA,"=""31763""",
G010162,"RECOVERY CLAIM ADJUSTERS, INC.","=""20746811""",Resident,VALID,6/12/2023 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
G073299,DISASTER EMERGENCY CONSULTANTS,"=""21013512""",Resident,VALID,12/6/2023 12:00:00 AM,KISSIMMEE,FL,"=""34744""",Osceola
G069211,SUPERIOR ADJUSTERS INC,"=""21000031""",Resident,VALID,11/21/2023 12:00:00 AM,DAVIE,FL,"=""33331""",Broward
G042458,"ROBOSKY CONSULTING, LLC","=""19733733""",Non-Resident,VALID,9/12/2023 12:00:00 AM,CROSS ROADS,TX,"=""76227""",
G042566,ALLER CONSULTING LLC,"=""20849698""",Resident,VALID,9/12/2023 12:00:00 AM,MIAMI,FL,"=""33156""",Dade
G045163,EZEKIEL CLAIMS AND CONSULTING LLC,"=""20856098""",Resident,VALID,9/18/2023 12:00:00 AM,FORT PIERCE,FL,"=""34982""",St. Lucie
G077681,PHOENIX PUBLIC ADJUSTERS INC,"=""21025504""",Resident,VALID,12/19/2023 12:00:00 AM,AVENTURA,FL,"=""33160""",Dade
G073369,HONEST PA LLC,"=""21013513""",Resident,VALID,12/6/2023 12:00:00 AM,GOODLAND,FL,"=""34140""",Collier
G062252,MARINE DAMAGE CLAIMS & SALVAGE CO,"=""20978300""",Resident,VALID,10/31/2023 12:00:00 AM,FORT PIERCE,FL,"=""34945""",St. Lucie
G075595,GO CLAIM PUBLIC ADJUSTERS,"=""21018994""",Resident,VALID,12/12/2023 12:00:00 AM,AVENTURA,FL,"=""33180""",Dade
G059003,"NATIONS PUBLIC AJUSTING, INC","=""20969463""",Resident,VALID,10/23/2023 12:00:00 AM,INDIALANTIC,FL,"=""32903""",Brevard
G097802,PREMIUM PAYMENT RELIEF CORP,"=""21092073""",Resident,VALID,2/28/2024 12:00:00 AM,SARASOTA,FL,"=""34237""",Sarasota
G076330,CLAIM PROS FLORIDIA LLC,"=""21021668""",Resident,VALID,12/14/2023 12:00:00 AM,CAPE CORAL,FL,"=""33914""",Lee
G096863,LA CONSULTING & SERVICES,"=""21089134""",Resident,VALID,2/26/2024 12:00:00 AM,FORT MYERS,FL,"=""33913""",Lee
G065677,CFG CONSULTING LLC,"=""20988302""",Resident,VALID,11/9/2023 12:00:00 AM,ORLANDO,FL,"=""32811""",Orange
G048748,"PHOENIX CLAIMS CONSULTING, LLC","=""20865909""",Resident,VALID,9/26/2023 12:00:00 AM,CORAL SPRINGS,FL,"=""33067""",Broward
G079634,VANGAB CONSULTING LLC,"=""21032104""",Resident,VALID,12/27/2023 12:00:00 AM,FT LAUDERDALE,FL,"=""33312""",Dade
W850521,"APEX CLAIMS ADJUSTERS, LLC","=""20308960""",Resident,VALID,1/8/2024 12:00:00 AM,MIAMI,FL,"=""33016""",Dade
G054364,ADJUSTIFY CLAIMS PUBLIC ADJUSTER,"=""20880633""",Resident,VALID,10/10/2023 12:00:00 AM,ORLANDO,FL,"=""32827""",Orange
G058026,LOYAL PUBLIC ADJUSTERS LLC,"=""20891283""",Non-Resident,VALID,10/19/2023 12:00:00 AM,CORPUS CHRISTI,TX,"=""78418""",
G080121,PRINCIPLE PUBLIC ADJUSTING GROUP LLC,"=""21033846""",Resident,VALID,12/29/2023 12:00:00 AM,WINTER PARK,FL,"=""32789""",Orange
W835070,STRONG GROUP PUBLIC ADJUSTERS,"=""20257754""",Resident,VALID,12/4/2023 12:00:00 AM,KISSIMMEE,FL,"=""34743""",Osceola
G079939,BASE PUBLIC ADJUSTERS,"=""21032100""",Resident,VALID,12/28/2023 12:00:00 AM,HALLANDALE BEACH,FL,"=""33009""",Broward
G055241,RISE PUBLIC ADJUSTERS LLC,"=""20883730""",Resident,VALID,10/12/2023 12:00:00 AM,MIAMI,FL,"=""33183""",Dade
G075824,UDS PUBLIC ADJUSTERS CORP,"=""21020350""",Resident,VALID,12/13/2023 12:00:00 AM,WINTER SPRINGS,FL,"=""32708""",Seminole
G047800,CROWN ADJUSTING GROUP LLC,"=""20862542""",Resident,VALID,9/23/2023 12:00:00 AM,WEST PALM BEACH,FL,"=""33406""",Palm Beach
G047529,ADJUSTABLES LLC,"=""20862187""",Resident,VALID,9/22/2023 12:00:00 AM,CAPE CORAL,FL,"=""33914""",Lee
G099730,"SALATINO, RYAN & ASSOCIATES INC.","=""16576738""",Non-Resident,VALID,3/5/2024 12:00:00 AM,UTICA,NY,"=""13502""",
G072377,VICTORIOUS CLAIMS,"=""21010772""",Resident,VALID,12/4/2023 12:00:00 AM,ST. PETERSBURG,FL,"=""33701""",Pinellas
G070539,CASH CLAIM,"=""21004594""",Resident,VALID,11/28/2023 12:00:00 AM,DORAL,FL,"=""33178""",Dade
G063250,AG PUBLIC ADJUSTING FIRM LLC,"=""20980926""",Resident,VALID,11/2/2023 12:00:00 AM,KISSIMMEE,FL,"=""34741""",Osceola
W853744,EARTH WIND & FIRE CLAIMS SERVICES,"=""20319717""",Resident,VALID,12/7/2023 12:00:00 AM,TAMPA,FL,"=""33615""",Hillsborough
G071874,ZEVULONI & ASSOCIATES INC,"=""15885128""",Resident,VALID,12/1/2023 12:00:00 AM,SUNRISE,FL,"=""33351""",Broward
G041941,"DOBBINS CLAIMS CONSULTANTS, INC","=""20848674""",Resident,VALID,9/11/2023 12:00:00 AM,BOCA RATON,FL,"=""33496""",Palm Beach
G043699,DOLPHIN CLAIMS,"=""20853238""",Resident,VALID,9/14/2023 12:00:00 AM,BOCA RATON,FL,"=""33433""",Palm Beach
W930956,CALIBER CLAIM ADJUSTERS LLC,"=""20547756""",Resident,VALID,1/10/2024 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
G067669,"SUPERSTAR REALTY & APPRAISALS, LLC","=""20995799""",Resident,VALID,11/16/2023 12:00:00 AM,WEST PALM BEACH,FL,"=""33407""",Palm Beach
W889687,MAJESTIC PRIME CONSULTANTS CORP.,"=""20436170""",Resident,VALID,10/26/2023 12:00:00 AM,HIALEAH,FL,"=""33018""",Dade
G091658,WN CLAIMS ADJUSTERS,"=""21071649""",Resident,VALID,2/8/2024 12:00:00 AM,HOLLYWOOD,FL,"=""33020""",Broward
W805622,NAPAICC INC,"=""20148887""",Resident,VALID,2/20/2024 12:00:00 AM,PINELLAS PARK,FL,"=""33781""",Lee
W819393,"MLA CLAIMS, LLC","=""9130053""",Non-Resident,VALID,2/19/2024 12:00:00 AM,LAFAYETTE HILL,PA,"=""19444""",
G089813,ROYALTY INSURANCE ESTIMATING & APPRAISALS CORP,"=""21065023""",Resident,VALID,2/2/2024 12:00:00 AM,HOMESTEAD,FL,"=""33032""",Dade
G084250,CLAIM REMEDY ADJUSTERS LLC,"=""21047118""",Resident,VALID,1/16/2024 12:00:00 AM,MIAMI LAKES,FL,"=""33016""",Dade
G090123,"JL ELITE CLAIMS, LLC.","=""21066827""",Resident,VALID,2/5/2024 12:00:00 AM,ST CLOUD,FL,"=""34771""",Osceola
G091423,HOOTEN AND HOOTEN ADJUSTMENT GROUP LLC,"=""21071642""",Resident,VALID,2/8/2024 12:00:00 AM,OAK HILL,FL,"=""32759""",Volusia
G108601,FLORIDA PUBLIC INSURANCE ADJUSTERS,"=""21127866""",Resident,VALID,4/2/2024 12:00:00 AM,ORLANDO,FL,"=""32817""",Orange
G107821,NOVA CLAIMS LLC,"=""21124798""",Resident,VALID,3/29/2024 12:00:00 AM,MIAMI,FL,"=""33184""",Dade
G085779,"THE CLAIM ADVOCATE GROUP, LLC","=""21052862""",Resident,VALID,1/22/2024 12:00:00 AM,NORTH BAY VILLAGE,FL,"=""33141""",Dade
W851581,"ALL FLORIDA INSURANCE ADJUSTERS, INC.","=""8095117""",Resident,VALID,3/4/2024 12:00:00 AM,MIAMI,FL,"=""33183""",Dade
G086379,"ACE PUBLIC ADJUSTERS, LLC","=""21053885""",Resident,VALID,1/23/2024 12:00:00 AM,BOCA RATON,FL,"=""33496""",Palm Beach
G105918,ARDENT ADJUSTING L.L.C.,"=""21119411""",Resident,VALID,3/25/2024 12:00:00 AM,HIALEAH,FL,"=""33012""",Dade
G105347,CMG PROPERTY SOLUTIONS,"=""21116330""",Resident,VALID,3/21/2024 12:00:00 AM,ORLANDO,FL,"=""32814""",Orange
G114979,CARE CLAIMS,"=""21149541""",Resident,VALID,4/22/2024 12:00:00 AM,RIVERVIEW,FL,"=""33578""",Hillsborough
G114750,PARAGON PUBLIC ADJUSTERS,"=""21147676""",Resident,VALID,4/19/2024 12:00:00 AM,OCALA,FL,"=""34480""",Marion
G096173,EXCELLENT STANDARD LLC,"=""21085983""",Resident,VALID,2/22/2024 12:00:00 AM,MIAMI,FL,"=""33184""",Dade
G098932,"PALS PUBLIC ADJUSTERS, CORP.","=""21094923""",Resident,VALID,3/1/2024 12:00:00 AM,BOCA RATON,FL,"=""33431""",Palm Beach
G097955,ALL FLORIDA PUBLIC ADJUSTERS INC,"=""21092074""",Resident,VALID,2/28/2024 12:00:00 AM,CORAL SPRINGS,FL,"=""33065""",Broward
G094867,EASY CLAIM CORP,"=""21081356""",Resident,VALID,2/19/2024 12:00:00 AM,HOLLYWOOD,FL,"=""33020""",Broward
G094866,MORFE ADJUSTERS GROUP,"=""21081343""",Resident,VALID,2/19/2024 12:00:00 AM,HALLANDALE,FL,"=""33009""",Broward
G115184,"TRUSTED ADJUSTERS GROUP, LLC","=""21149561""",Resident,VALID,4/22/2024 12:00:00 AM,NORTH PALM BEACH,FL,"=""33408""",Palm Beach
W825725,C3 GROUP INC,"=""17960889""",Non-Resident,VALID,2/21/2024 12:00:00 AM,GREENWOOD VILLAGE,CO,"=""80111""",
G094020,AYZERTECH,"=""17866481""",Non-Resident,VALID,2/15/2024 12:00:00 AM,OAK PARK,MI,"=""48237""",
G100134,CENTRAL FLORIDA CLAIMS ADJUSTERS INC.,"=""21099887""",Resident,VALID,3/6/2024 12:00:00 AM,PLANT CITY,FL,"=""33563""",Hillsborough
G105985,MONARCH CLAIMS- CO,"=""21119410""",Resident,VALID,3/25/2024 12:00:00 AM,HOMESTEAD,FL,"=""33033""",Dade
G115895,BUREAU OF INSURANCE CLAIMS ASSISTANCE,"=""21152378""",Resident,VALID,4/24/2024 12:00:00 AM,MIAMI,FL,"=""33130""",Dade
G087629,INTEGRITY CLAIMS GROUP LLC,"=""21057326""",Resident,VALID,1/26/2024 12:00:00 AM,FT MYERS,FL,"=""33916""",Lee
G109393,MDF PUBLIC ADJUSTER,"=""21129367""",Resident,VALID,4/3/2024 12:00:00 AM,FORT LAUDERDALE,FL,"=""33314""",Broward
G095997,QUALITY PLUS CLAIMS PUBLIC ADJUSTERS INC,"=""21085982""",Resident,VALID,2/22/2024 12:00:00 AM,TAMPA,FL,"=""33625""",Hillsborough
G085936,KENNEDY ADJUSTER LLC,"=""21052871""",Resident,VALID,1/22/2024 12:00:00 AM,LONGWOOD,FL,"=""32779""",Seminole
G082153,SMALL ENTERPRISES INC. DBA RIVERSIDE CLAIMS,"=""21040164""",Resident,VALID,1/8/2024 12:00:00 AM,PUNTA GORDA,FL,"=""339821705""",Charlotte
G082154,TAKE COUNSEL CONSULTING LLC,"=""21040161""",Resident,VALID,1/8/2024 12:00:00 AM,LARGO,FL,"=""33778""",Pinellas
G101078,"COURTESY PUBLIC ADJUSTER, LLC.","=""21102851""",Resident,VALID,3/8/2024 12:00:00 AM,SEFFNER,FL,"=""33584""",Hillsborough
G096518,RELIABLE CLAIMS CONSULTANTS,"=""21087119""",Resident,VALID,2/23/2024 12:00:00 AM,ALTAMONTE SPRINGS,FL,"=""32701""",Seminole
G099985,LEGACY ADJUSTING GROUP LLC,"=""21099895""",Resident,VALID,3/6/2024 12:00:00 AM,FORT LAUDERDALE,FL,"=""33301""",Broward
G108318,PEGASUS ADJUSTING FIRM,"=""21126515""",Resident,VALID,4/1/2024 12:00:00 AM,MIAMI,FL,"=""33190""",Dade
G093452,FALDETTA & ASSOCIATES LLC,"=""21077655""",Resident,VALID,2/14/2024 12:00:00 AM,PUNTA GORDA,FL,"=""33983""",Charlotte
G085639,CLAIMS AND APPRAISERS LLC,"=""21051044""",Resident,VALID,1/21/2024 12:00:00 AM,PEMBROKE PINES,FL,"=""33028""",Broward
G084526,ACCURATE BUSINESS CONSULTANTS LLC DBA  APIA,"=""21048486""",Resident,VALID,1/17/2024 12:00:00 AM,NAPLES,FL,"=""34119""",Collier
G111969,SPARTAN CLAIM CONSULTANTS. INC.,"=""21138243""",Resident,VALID,4/11/2024 12:00:00 AM,MELBOURNE,FL,"=""32940""",Brevard
G088795,CLAIM PROS PUBLIC ADJUSTING LLC,"=""21062621""",Resident,VALID,1/31/2024 12:00:00 AM,TAMPA,FL,"=""33612""",Hillsborough
W809025,ELITE PUBLIC ADJUSTERS LLC,"=""20163404""",Resident,VALID,2/5/2024 12:00:00 AM,ORLANDO,FL,"=""32822""",Orange
G102155,COMPLETE PROPERTIES AND MORE DBA EAST COAST PUBLIC,"=""21105993""",Resident,VALID,3/12/2024 12:00:00 AM,BOCA RATON,FL,"=""33434""",Palm Beach
G123299,"LEVIN CLAIMS SERVICE, INC","=""21178907""",Resident,VALID,5/20/2024 12:00:00 AM,CORAL SPRINGS,FL,"=""33065""",Broward
G130654,CHASE PUBLIC ADJUSTING LLC,"=""21219396""",Resident,VALID,6/12/2024 12:00:00 AM,CLEARWATER,FL,"=""33760""",Pinellas
G123844,OTERO PROPERTY ADJUSTING & APPRAISALS INC,"=""21180597""",Resident,VALID,5/21/2024 12:00:00 AM,PENSACOLA,FL,"=""32526""",Escambia
G140611,ABOVE ALL PROPERTY ADJUSTERS LLC,"=""21253285""",Resident,VALID,7/15/2024 12:00:00 AM,PORT SAINT LUCIE,FL,"=""34983""",St. Lucie
G139910,FLA UNITED CLAIMS,"=""21250886""",Resident,VALID,7/12/2024 12:00:00 AM,MARGATE,FL,"=""33063""",Broward
G124523,LIONESS CLAIMS,"=""20648471""",Resident,VALID,5/22/2024 12:00:00 AM,CRYSTAL RIVER,FL,"=""34428""",Citrus
G140423,CENTRAL FLORIDA PUBLIC ADJUSTING,"=""21253278""",Resident,VALID,7/15/2024 12:00:00 AM,WINTER HAVEN,FL,"=""33884""",Polk
G149024,BRISK SETTLEMENTS INCORPORATED,"=""21281490""",Resident,VALID,8/11/2024 12:00:00 AM,SUNRISE,FL,"=""33351""",Broward
G140974,NUNEZ AND ASSOCIATES INC.,"=""8095317""",Resident,VALID,7/16/2024 12:00:00 AM,DAVIE,FL,"=""33330""",Broward
G128675,TRUST CLAIMS ADJUSTERS LLC,"=""21211673""",Resident,VALID,6/5/2024 12:00:00 AM,PLANTATION,FL,"=""33317""",Broward
G136952,"BERMAN ADJUSTERS, IC.","=""5437242""",Non-Resident,VALID,7/2/2024 12:00:00 AM,NEWTON,MA,"=""02461""",
G145477,CORAL COAST CLAIMS,"=""21269408""",Resident,VALID,7/30/2024 12:00:00 AM,MIAMI,FL,"=""33132""",Dade
W919072,GILLETTE PUBLIC ADJUSTERS,"=""20511428""",Non-Resident,VALID,8/1/2024 12:00:00 AM,MALDEN,MA,"=""02148""",
G149244,COLQUETT & RIVKIN,"=""21283458""",Resident,VALID,8/12/2024 12:00:00 AM,PENSACOLA,FL,"=""32504""",Escambia
G119136,PRIORITY ADJUSTING,"=""21164062""",Resident,VALID,5/6/2024 12:00:00 AM,MIAMI,FL,"=""33196""",Dade
G116866,TROJAN CLAIMS CONSULTING,"=""21154919""",Resident,VALID,4/26/2024 12:00:00 AM,JACKSONVILLE,FL,"=""32211""",Duval
G128935,TOP CLAIMS CONSULTANTS,"=""21213249""",Resident,VALID,6/6/2024 12:00:00 AM,CORAL SPRINGS,FL,"=""33071""",Broward
G027276,MY CLAIM PROCESSING,"=""20803537""",Resident,VALID,6/5/2024 12:00:00 AM,ORLANDO,FL,"=""32837""",Orange
G137269,ICON INSURANCE CLAIMS ADVISORS,"=""21242352""",Resident,VALID,7/3/2024 12:00:00 AM,AVENTURA,FL,"=""33180""",Dade
